week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id,home_goals,away_goals
30,Sat,2024-03-30,12:30,Napoli,1.6,0–3,0.9,Atalanta,50000.0,Stadio Diego Armando Maradona,Luca Pairetto,/en/matches/45e6d215/Napoli-Atalanta-March-30-2024-Serie-A,,45e6d215,0.0,3.0
30,Sat,2024-03-30,15:00,Torino,1.6,1–0,0.8,Monza,24286.0,Stadio Olimpico di Torino,Gianluca Aureliano,/en/matches/a797c77d/Torino-Monza-March-30-2024-Serie-A,,a797c77d,1.0,0.0
30,Mon,2024-04-01,12:30,Bologna,1.6,3–0,0.6,Salernitana,27255.0,Stadio Renato Dall'Ara,Ermanno Feliciani,/en/matches/b2dfb23d/Bologna-Salernitana-April-1-2024-Serie-A,,b2dfb23d,3.0,0.0
30,Mon,2024-04-01,15:00,Cagliari,0.6,1–1,1.4,Hellas Verona,16285.0,Unipol Domus,Daniele Doveri,/en/matches/f7d8a40e/Cagliari-Hellas-Verona-April-1-2024-Serie-A,,f7d8a40e,1.0,1.0
30,Mon,2024-04-01,20:45,Inter,2.1,2–0,0.5,Empoli,71551.0,Stadio Giuseppe Meazza,Federico Dionisi,/en/matches/58bfb9d7/Internazionale-Empoli-April-1-2024-Serie-A,,58bfb9d7,2.0,0.0
30,Mon,2024-04-01,18:00,Lecce,1.8,0–0,1.3,Roma,29031.0,Stadio Comunale Via Del Mare,Matteo Marcenaro,/en/matches/e48fdc60/Lecce-Roma-April-1-2024-Serie-A,,e48fdc60,0.0,0.0
30,Mon,2024-04-01,15:00,Sassuolo,1.2,1–1,1.5,Udinese,11512.0,Mapei Stadium - Città del Tricolore,Michael Fabbri,/en/matches/f6e582c5/Sassuolo-Udinese-April-1-2024-Serie-A,,f6e582c5,1.0,1.0
31,Fri,2024-04-05,20:45,Salernitana,1.2,2–2,2.3,Sassuolo,14036.0,Stadio Arechi,Simone Sozza,/en/matches/093991c7/Salernitana-Sassuolo-April-5-2024-Serie-A,,093991c7,2.0,2.0
31,Sat,2024-04-06,20:45,Empoli,0.5,3–2,2.1,Torino,8374.0,Stadio Carlo Castellani,Davide Massa,/en/matches/4b35fb0d/Empoli-Torino-April-6-2024-Serie-A,,4b35fb0d,3.0,2.0
31,Sat,2024-04-06,15:00,Milan,1.5,3–0,0.5,Lecce,71576.0,Stadio Giuseppe Meazza,Luca Massimi,/en/matches/43765d2c/Milan-Lecce-April-6-2024-Serie-A,,43765d2c,3.0,0.0
31,Sat,2024-04-06,18:00,Roma,0.7,1–0,0.4,Lazio,64513.0,Stadio Olimpico,Marco Guida,/en/matches/c6904d7c/Roma-Lazio-April-6-2024-Serie-A,,c6904d7c,1.0,0.0
31,Sun,2024-04-07,18:00,Cagliari,0.7,2–1,0.5,Atalanta,16342.0,Unipol Domus,Antonio Rapuano,/en/matches/3a4f86ae/Cagliari-Atalanta-April-7-2024-Serie-A,,3a4f86ae,2.0,1.0
31,Sun,2024-04-07,12:30,Frosinone,0.4,0–0,2.0,Bologna,14986.0,Stadio Benito Stirpe,Daniele Orsato,/en/matches/9e8b48ec/Frosinone-Bologna-April-7-2024-Serie-A,,9e8b48ec,0.0,0.0
31,Sun,2024-04-07,18:00,Hellas Verona,1.3,1–2,2.2,Genoa,20342.0,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,/en/matches/b266d1c5/Hellas-Verona-Genoa-April-7-2024-Serie-A,,b266d1c5,1.0,2.0
31,Sun,2024-04-07,20:45,Juventus,1.9,1–0,0.5,Fiorentina,37994.0,Allianz Stadium,Federico La Penna,/en/matches/186d535c/Juventus-Fiorentina-April-7-2024-Serie-A,,186d535c,1.0,0.0
31,Sun,2024-04-07,15:00,Monza,0.4,2–4,2.2,Napoli,13169.0,U-Power Stadium,Daniele Doveri,/en/matches/9bd21fb8/Monza-Napoli-April-7-2024-Serie-A,,9bd21fb8,2.0,4.0
31,Mon,2024-04-08,20:45,Udinese,0.1,1–2,3.3,Inter,24993.0,Bluenergy Stadium,Marco Piccinini,/en/matches/13a593d3/Udinese-Internazionale-April-8-2024-Serie-A,,13a593d3,1.0,2.0
32,Fri,2024-04-12,20:45,Lazio,1.9,4–1,0.6,Salernitana,34000.0,Stadio Olimpico,Luca Zufferli,/en/matches/500cf804/Lazio-Salernitana-April-12-2024-Serie-A,,500cf804,4.0,1.0
32,Sat,2024-04-13,20:45,Bologna,2.1,0–0,0.4,Monza,26903.0,Stadio Renato Dall'Ara,Federico La Penna,/en/matches/7ae9f1cb/Bologna-Monza-April-13-2024-Serie-A,,7ae9f1cb,0.0,0.0
32,Sat,2024-04-13,15:00,Lecce,2.6,1–0,0.1,Empoli,25957.0,Stadio Comunale Via Del Mare,Maurizio Mariani,/en/matches/e1660e90/Lecce-Empoli-April-13-2024-Serie-A,,e1660e90,1.0,0.0
32,Sat,2024-04-13,18:00,Torino,0.6,0–0,1.2,Juventus,27788.0,Stadio Olimpico di Torino,Fabio Maresca,/en/matches/df4af29b/Torino-Juventus-April-13-2024-Serie-A,,df4af29b,0.0,0.0
32,Sun,2024-04-14,20:45,Inter,2.0,2–2,1.1,Cagliari,72559.0,Stadio Giuseppe Meazza,Francesco Fourneau,/en/matches/6fa3136b/Internazionale-Cagliari-April-14-2024-Serie-A,,6fa3136b,2.0,2.0
32,Sun,2024-04-14,12:30,Napoli,2.2,2–2,2.4,Frosinone,51177.0,Stadio Diego Armando Maradona,Michael Fabbri,/en/matches/4cd52f7a/Napoli-Frosinone-April-14-2024-Serie-A,,4cd52f7a,2.0,2.0
32,Sun,2024-04-14,15:00,Sassuolo,1.2,3–3,2.8,Milan,19199.0,Mapei Stadium - Città del Tricolore,Davide Massa,/en/matches/55d35708/Sassuolo-Milan-April-14-2024-Serie-A,,55d35708,3.0,3.0
32,Mon,2024-04-15,20:45,Atalanta,1.5,2–2,1.5,Hellas Verona,14666.0,Gewiss Stadium,Juan Sacchi,/en/matches/6a69ffd2/Atalanta-Hellas-Verona-April-15-2024-Serie-A,,6a69ffd2,2.0,2.0
32,Mon,2024-04-15,18:30,Fiorentina,1.5,1–1,1.3,Genoa,25120.0,Stadio Artemio Franchi,Davide Di Marco,/en/matches/f4f2aa58/Fiorentina-Genoa-April-15-2024-Serie-A,,f4f2aa58,1.0,1.0
33,Fri,2024-04-19,20:45,Cagliari,2.2,2–2,0.7,Juventus,16179.0,Unipol Domus,Marco Piccinini,/en/matches/9886fa0c/Cagliari-Juventus-April-19-2024-Serie-A,,9886fa0c,2.0,2.0
33,Fri,2024-04-19,18:30,Genoa,0.5,0–1,1.0,Lazio,30697.0,Stadio Comunale Luigi Ferraris,Ermanno Feliciani,/en/matches/a83ed0d9/Genoa-Lazio-April-19-2024-Serie-A,,a83ed0d9,0.0,1.0
33,Sat,2024-04-20,18:00,Empoli,0.9,1–0,0.6,Napoli,12500.0,Stadio Carlo Castellani,Gianluca Manganiello,/en/matches/08b10a76/Empoli-Napoli-April-20-2024-Serie-A,,08b10a76,1.0,0.0
33,Sat,2024-04-20,20:45,Hellas Verona,0.8,1–0,1.7,Udinese,27662.0,Stadio Marc'Antonio Bentegodi,Marco Guida,/en/matches/e1ddfae8/Hellas-Verona-Udinese-April-20-2024-Serie-A,,e1ddfae8,1.0,0.0
33,Sun,2024-04-21,20:45,Monza,1.1,1–2,1.5,Atalanta,13983.0,U-Power Stadium,Antonio Giua,/en/matches/8959e7b1/Monza-Atalanta-April-21-2024-Serie-A,,8959e7b1,1.0,2.0
33,Sun,2024-04-21,18:00,Salernitana,0.2,0–2,2.0,Fiorentina,14597.0,Stadio Arechi,Matteo Marchetti,/en/matches/fcfc5c95/Salernitana-Fiorentina-April-21-2024-Serie-A,,fcfc5c95,0.0,2.0
33,Sun,2024-04-21,12:30,Sassuolo,0.6,0–3,2.3,Lecce,16210.0,Mapei Stadium - Città del Tricolore,Daniele Doveri,/en/matches/d1e0f970/Sassuolo-Lecce-April-21-2024-Serie-A,,d1e0f970,0.0,3.0
33,Sun,2024-04-21,15:00,Torino,0.6,0–0,0.6,Frosinone,23728.0,Stadio Olimpico di Torino,Antonio Rapuano,/en/matches/ee365788/Torino-Frosinone-April-21-2024-Serie-A,,ee365788,0.0,0.0
33,Mon,2024-04-22,20:45,Milan,2.2,1–2,2.0,Inter,75554.0,Stadio Giuseppe Meazza,Andrea Colombo,/en/matches/f8a1cbc3/Derby-della-Madonnina-Milan-Internazionale-April-22-2024-Serie-A,,f8a1cbc3,1.0,2.0
33,Mon,2024-04-22,18:30,Roma,2.0,1–3,1.1,Bologna,63850.0,Stadio Olimpico,Fabio Maresca,/en/matches/483d3341/Roma-Bologna-April-22-2024-Serie-A,,483d3341,1.0,3.0
32,Thu,2024-04-25,20:00,Udinese,0.6,1–2,1.4,Roma,24947.0,Bluenergy Stadium,Luca Pairetto,/en/matches/bca64d25/Udinese-Roma-April-25-2024-Serie-A,,bca64d25,1.0,2.0
34,Fri,2024-04-26,20:45,Frosinone,1.7,3–0,1.4,Salernitana,13728.0,Stadio Benito Stirpe,Francesco Fourneau,/en/matches/4fefb5fb/Frosinone-Salernitana-April-26-2024-Serie-A,,4fefb5fb,3.0,0.0
34,Sat,2024-04-27,18:00,Juventus,1.4,0–0,0.3,Milan,39845.0,Allianz Stadium,Maurizio Mariani,/en/matches/023acbca/Juventus-Milan-April-27-2024-Serie-A,,023acbca,0.0,0.0
34,Sat,2024-04-27,20:45,Lazio,1.1,1–0,0.6,Hellas Verona,39000.0,Stadio Olimpico,Davide Massa,/en/matches/730f4d2a/Lazio-Hellas-Verona-April-27-2024-Serie-A,,730f4d2a,1.0,0.0
34,Sat,2024-04-27,15:00,Lecce,0.9,1–1,1.1,Monza,27167.0,Stadio Comunale Via Del Mare,Alberto Santoro,/en/matches/04472974/Lecce-Monza-April-27-2024-Serie-A,,04472974,1.0,1.0
34,Sun,2024-04-28,18:00,Atalanta,1.9,2–0,0.4,Empoli,14614.0,Gewiss Stadium,Michael Fabbri,/en/matches/526fed3e/Atalanta-Empoli-April-28-2024-Serie-A,,526fed3e,2.0,0.0
34,Sun,2024-04-28,15:00,Bologna,0.7,1–1,0.7,Udinese,27396.0,Stadio Renato Dall'Ara,Juan Sacchi,/en/matches/e7aba6c2/Bologna-Udinese-April-28-2024-Serie-A,,e7aba6c2,1.0,1.0
34,Sun,2024-04-28,20:45,Fiorentina,3.2,5–1,0.3,Sassuolo,22575.0,Stadio Artemio Franchi,Matteo Marcenaro,/en/matches/a325ac75/Fiorentina-Sassuolo-April-28-2024-Serie-A,,a325ac75,5.0,1.0
34,Sun,2024-04-28,12:30,Inter,1.7,2–0,0.5,Torino,71686.0,Stadio Giuseppe Meazza,Maria Sole Ferrieri Caputi,/en/matches/dbd84631/Internazionale-Torino-April-28-2024-Serie-A,,dbd84631,2.0,0.0
34,Sun,2024-04-28,18:00,Napoli,3.0,2–2,1.6,Roma,45000.0,Stadio Diego Armando Maradona,Simone Sozza,/en/matches/5820452a/Derby-del-Sole-Napoli-Roma-April-28-2024-Serie-A,,5820452a,2.0,2.0
34,Mon,2024-04-29,20:45,Genoa,1.2,3–0,1.1,Cagliari,17257.0,Stadio Comunale Luigi Ferraris,Federico Dionisi,/en/matches/29911872/Genoa-Cagliari-April-29-2024-Serie-A,,29911872,3.0,0.0
35,Fri,2024-05-03,20:45,Torino,0.7,0–0,0.2,Bologna,23895.0,Stadio Olimpico di Torino,Simone Sozza,/en/matches/b1ee8734/Torino-Bologna-May-3-2024-Serie-A,,b1ee8734,0.0,0.0
35,Sat,2024-05-04,18:00,Monza,1.7,2–2,1.4,Lazio,10454.0,U-Power Stadium,Luca Pairetto,/en/matches/4a66cc9f/Monza-Lazio-May-4-2024-Serie-A,,4a66cc9f,2.0,2.0
35,Sat,2024-05-04,20:45,Sassuolo,0.3,1–0,1.1,Inter,19454.0,Mapei Stadium - Città del Tricolore,Matteo Marchetti,/en/matches/ed10c7dd/Sassuolo-Internazionale-May-4-2024-Serie-A,,ed10c7dd,1.0,0.0
35,Sun,2024-05-05,12:30,Cagliari,1.0,1–1,1.8,Lecce,16407.0,Unipol Domus,Matteo Marcenaro,/en/matches/37175126/Cagliari-Lecce-May-5-2024-Serie-A,,37175126,1.0,1.0
35,Sun,2024-05-05,15:00,Empoli,0.3,0–0,1.2,Frosinone,13110.0,Stadio Carlo Castellani,Daniele Doveri,/en/matches/8e717098/Empoli-Frosinone-May-5-2024-Serie-A,,8e717098,0.0,0.0
35,Sun,2024-05-05,15:00,Hellas Verona,1.9,2–1,0.9,Fiorentina,27821.0,Stadio Marc'Antonio Bentegodi,Antonio Rapuano,/en/matches/f7dadfce/Hellas-Verona-Fiorentina-May-5-2024-Serie-A,,f7dadfce,2.0,1.0
35,Sun,2024-05-05,18:00,Milan,2.8,3–3,1.0,Genoa,73901.0,Stadio Giuseppe Meazza,Alessandro Prontera,/en/matches/a1381aec/Milan-Genoa-May-5-2024-Serie-A,,a1381aec,3.0,3.0
35,Sun,2024-05-05,20:45,Roma,1.7,1–1,1.2,Juventus,63996.0,Stadio Olimpico,Andrea Colombo,/en/matches/f1a8a603/Roma-Juventus-May-5-2024-Serie-A,,f1a8a603,1.0,1.0
35,Mon,2024-05-06,18:00,Salernitana,0.5,1–2,1.9,Atalanta,12980.0,Stadio Arechi,Ermanno Feliciani,/en/matches/4d799b02/Salernitana-Atalanta-May-6-2024-Serie-A,,4d799b02,1.0,2.0
35,Mon,2024-05-06,20:45,Udinese,0.7,1–1,0.8,Napoli,20872.0,Bluenergy Stadium,Gianluca Aureliano,/en/matches/03676818/Udinese-Napoli-May-6-2024-Serie-A,,03676818,1.0,1.0
36,Fri,2024-05-10,20:45,Frosinone,1.3,0–5,1.8,Inter,16021.0,Stadio Benito Stirpe,Antonio Giua,/en/matches/74782a23/Frosinone-Internazionale-May-10-2024-Serie-A,,74782a23,0.0,5.0
36,Sat,2024-05-11,20:45,Milan,3.3,5–1,1.5,Cagliari,70612.0,Stadio Giuseppe Meazza,Simone Sozza,/en/matches/dec7c7ae/Milan-Cagliari-May-11-2024-Serie-A,,dec7c7ae,5.0,1.0
36,Sat,2024-05-11,18:00,Napoli,1.5,0–2,1.4,Bologna,43000.0,Stadio Diego Armando Maradona,Luca Pairetto,/en/matches/faae1fb0/Napoli-Bologna-May-11-2024-Serie-A,,faae1fb0,0.0,2.0
36,Sun,2024-05-12,20:45,Atalanta,2.7,2–1,1.2,Roma,14895.0,Gewiss Stadium,Marco Guida,/en/matches/9eba4ff1/Atalanta-Roma-May-12-2024-Serie-A,,9eba4ff1,2.0,1.0
36,Sun,2024-05-12,15:00,Genoa,0.9,2–1,1.7,Sassuolo,31412.0,Stadio Comunale Luigi Ferraris,Maurizio Mariani,/en/matches/4e7774b9/Genoa-Sassuolo-May-12-2024-Serie-A,,4e7774b9,2.0,1.0
36,Sun,2024-05-12,15:00,Hellas Verona,1.2,1–2,0.5,Torino,25964.0,Stadio Marc'Antonio Bentegodi,Livio Marinelli,/en/matches/cee937fb/Hellas-Verona-Torino-May-12-2024-Serie-A,,cee937fb,1.0,2.0
36,Sun,2024-05-12,18:00,Juventus,2.3,1–1,0.8,Salernitana,37470.0,Allianz Stadium,Alberto Santoro,/en/matches/8724a3c4/Juventus-Salernitana-May-12-2024-Serie-A,,8724a3c4,1.0,1.0
36,Sun,2024-05-12,12:30,Lazio,1.7,2–0,1.2,Empoli,54000.0,Stadio Olimpico,Gianluca Aureliano,/en/matches/f6279636/Lazio-Empoli-May-12-2024-Serie-A,,f6279636,2.0,0.0
36,Mon,2024-05-13,20:45,Fiorentina,2.5,2–1,0.7,Monza,24376.0,Stadio Artemio Franchi,Luca Zufferli,/en/matches/10f0c822/Fiorentina-Monza-May-13-2024-Serie-A,,10f0c822,2.0,1.0
36,Mon,2024-05-13,18:30,Lecce,0.4,0–2,1.4,Udinese,28041.0,Stadio Comunale Via Del Mare,Davide Massa,/en/matches/515646b5/Lecce-Udinese-May-13-2024-Serie-A,,515646b5,0.0,2.0
37,Fri,2024-05-17,20:45,Fiorentina,0.6,2–2,1.2,Napoli,32100.0,Stadio Artemio Franchi,Matteo Marchetti,/en/matches/b2fbe157/Fiorentina-Napoli-May-17-2024-Serie-A,,b2fbe157,2.0,2.0
37,Sat,2024-05-18,18:00,Lecce,1.3,0–2,1.6,Atalanta,26354.0,Stadio Comunale Via Del Mare,Antonio Rapuano,/en/matches/d63c561d/Lecce-Atalanta-May-18-2024-Serie-A,,d63c561d,0.0,2.0
37,Sat,2024-05-18,20:45,Torino,0.9,3–1,1.9,Milan,24638.0,Stadio Olimpico di Torino,Ermanno Feliciani,/en/matches/a6891295/Torino-Milan-May-18-2024-Serie-A,,a6891295,3.0,1.0
37,Sun,2024-05-19,18:00,Inter,1.4,1–1,0.6,Lazio,73148.0,Stadio Giuseppe Meazza,Juan Sacchi,/en/matches/d6135ea2/Internazionale-Lazio-May-19-2024-Serie-A,,d6135ea2,1.0,1.0
37,Sun,2024-05-19,15:00,Monza,1.0,0–1,2.0,Frosinone,12306.0,U-Power Stadium,Michael Fabbri,/en/matches/ab8f65b4/Monza-Frosinone-May-19-2024-Serie-A,,ab8f65b4,0.0,1.0
37,Sun,2024-05-19,20:45,Roma,0.8,1–0,0.5,Genoa,67334.0,Stadio Olimpico,Gianluca Manganiello,/en/matches/44d3d4bd/Roma-Genoa-May-19-2024-Serie-A,,44d3d4bd,1.0,0.0
37,Sun,2024-05-19,12:30,Sassuolo,0.3,0–2,1.5,Cagliari,15548.0,Mapei Stadium - Città del Tricolore,Daniele Doveri,/en/matches/fdf3012f/Sassuolo-Cagliari-May-19-2024-Serie-A,,fdf3012f,0.0,2.0
37,Sun,2024-05-19,15:00,Udinese,1.2,1–1,0.8,Empoli,24686.0,Bluenergy Stadium,Daniele Orsato,/en/matches/bcf20196/Udinese-Empoli-May-19-2024-Serie-A,,bcf20196,1.0,1.0
37,Mon,2024-05-20,20:45,Bologna,1.4,3–3,0.7,Juventus,29603.0,Stadio Renato Dall'Ara,Giovanni Ayroldi,/en/matches/f98081f6/Bologna-Juventus-May-20-2024-Serie-A,,f98081f6,3.0,3.0
37,Mon,2024-05-20,18:30,Salernitana,0.6,1–2,2.1,Hellas Verona,15998.0,Stadio Arechi,Marco Di Bello,/en/matches/59f4da77/Salernitana-Hellas-Verona-May-20-2024-Serie-A,,59f4da77,1.0,2.0
38,Thu,2024-05-23,20:45,Cagliari,1.9,2–3,2.0,Fiorentina,16412.0,Unipol Domus,Alessandro Prontera,/en/matches/833bac38/Cagliari-Fiorentina-May-23-2024-Serie-A,,833bac38,2.0,3.0
38,Fri,2024-05-24,20:45,Genoa,1.5,2–0,1.0,Bologna,32255.0,Stadio Comunale Luigi Ferraris,Alberto Santoro,/en/matches/0411cef1/Genoa-Bologna-May-24-2024-Serie-A,,0411cef1,2.0,0.0
38,Sat,2024-05-25,18:00,Juventus,0.9,2–0,0.6,Monza,15148.0,Allianz Stadium,Maria Sole Ferrieri Caputi,/en/matches/b0036fc8/Juventus-Monza-May-25-2024-Serie-A,,b0036fc8,2.0,0.0
38,Sat,2024-05-25,20:45,Milan,3.0,3–3,1.7,Salernitana,70831.0,Stadio Giuseppe Meazza,Davide Di Marco,/en/matches/9492fa68/Milan-Salernitana-May-25-2024-Serie-A,,9492fa68,3.0,3.0
38,Sun,2024-05-26,18:00,Atalanta,2.6,3–0,1.1,Torino,14839.0,Gewiss Stadium,Simone Sozza,/en/matches/a2652733/Atalanta-Torino-May-26-2024-Serie-A,,a2652733,3.0,0.0
38,Sun,2024-05-26,20:45,Empoli,2.6,2–1,1.3,Roma,15896.0,Stadio Carlo Castellani,Davide Massa,/en/matches/2ee9be16/Empoli-Roma-May-26-2024-Serie-A,,2ee9be16,2.0,1.0
38,Sun,2024-05-26,20:45,Frosinone,0.8,0–1,0.7,Udinese,16190.0,Stadio Benito Stirpe,Daniele Doveri,/en/matches/65f327b4/Frosinone-Udinese-May-26-2024-Serie-A,,65f327b4,0.0,1.0
38,Sun,2024-05-26,20:45,Hellas Verona,1.7,2–2,2.4,Inter,22447.0,Stadio Marc'Antonio Bentegodi,Luca Zufferli,/en/matches/d97ac2fa/Hellas-Verona-Internazionale-May-26-2024-Serie-A,,d97ac2fa,2.0,2.0
38,Sun,2024-05-26,20:45,Lazio,1.0,1–1,1.1,Sassuolo,56000.0,Stadio Olimpico,Paride Tremolada,/en/matches/2b4865cf/Lazio-Sassuolo-May-26-2024-Serie-A,,2b4865cf,1.0,1.0
38,Sun,2024-05-26,18:00,Napoli,1.5,0–0,0.5,Lecce,41000.0,Stadio Diego Armando Maradona,Federico Dionisi,/en/matches/c234b266/Napoli-Lecce-May-26-2024-Serie-A,,c234b266,0.0,0.0
29,Sun,2024-06-02,18:00,Atalanta,1.7,2–3,1.2,Fiorentina,14851.0,Gewiss Stadium,Daniele Orsato,/en/matches/ceb127e3/Atalanta-Fiorentina-June-2-2024-Serie-A,,ceb127e3,2.0,3.0
