week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id,home_goals,away_goals
10,Fri,2023-10-27,20:45,Genoa,0.5,1–0,0.6,Salernitana,31904.0,Stadio Comunale Luigi Ferraris,Davide Massa,/en/matches/7f1d09c9/Genoa-Salernitana-October-27-2023-Serie-A,,7f1d09c9,1.0,0.0
10,Sat,2023-10-28,20:45,Juventus,3.3,1–0,0.3,Hellas Verona,39429.0,Allianz Stadium,Ermanno Feliciani,/en/matches/0c01fc2f/Juventus-Hellas-Verona-October-28-2023-Serie-A,,0c01fc2f,1.0,0.0
10,Sat,2023-10-28,18:00,Lecce,0.5,0–1,0.8,Torino,26123.0,Stadio Comunale Via Del Mare,Gianluca Aureliano,/en/matches/8fe12227/Lecce-Torino-October-28-2023-Serie-A,,8fe12227,0.0,1.0
10,Sat,2023-10-28,15:00,Sassuolo,0.9,1–1,1.0,Bologna,16931.0,Mapei Stadium - Città del Tricolore,Antonio Giua,/en/matches/4f7ed7cb/Sassuolo-Bologna-October-28-2023-Serie-A,,4f7ed7cb,1.0,1.0
10,Sun,2023-10-29,12:30,Cagliari,3.4,4–3,1.5,Frosinone,15946.0,Unipol Domus,Luca Pairetto,/en/matches/0272be62/Cagliari-Frosinone-October-29-2023-Serie-A,,0272be62,4.0,3.0
10,Sun,2023-10-29,18:00,Inter,2.2,1–0,0.1,Roma,75573.0,Stadio Giuseppe Meazza,Fabio Maresca,/en/matches/027a1ba2/Internazionale-Roma-October-29-2023-Serie-A,,027a1ba2,1.0,0.0
10,Sun,2023-10-29,15:00,Monza,0.5,1–1,1.1,Udinese,10311.0,U-Power Stadium,Alessandro Prontera,/en/matches/70a51fa4/Monza-Udinese-October-29-2023-Serie-A,,70a51fa4,1.0,1.0
10,Sun,2023-10-29,20:45,Napoli,1.7,2–2,2.0,Milan,54000.0,Stadio Diego Armando Maradona,Daniele Orsato,/en/matches/ede9d5b8/Napoli-Milan-October-29-2023-Serie-A,,ede9d5b8,2.0,2.0
10,Mon,2023-10-30,18:30,Empoli,0.3,0–3,1.6,Atalanta,7825.0,Stadio Carlo Castellani,Luca Massimi,/en/matches/6e46ce92/Empoli-Atalanta-October-30-2023-Serie-A,,6e46ce92,0.0,3.0
10,Mon,2023-10-30,20:45,Lazio,1.9,1–0,0.4,Fiorentina,35000.0,Stadio Olimpico,Matteo Marcenaro,/en/matches/624e865d/Lazio-Fiorentina-October-30-2023-Serie-A,,624e865d,1.0,0.0
11,Fri,2023-11-03,20:45,Bologna,0.6,1–0,0.5,Lazio,24178.0,Stadio Renato Dall'Ara,Federico La Penna,/en/matches/f1f6882a/Bologna-Lazio-November-3-2023-Serie-A,,f1f6882a,1.0,0.0
11,Sat,2023-11-04,18:00,Atalanta,1.0,1–2,1.3,Inter,14945.0,Gewiss Stadium,Simone Sozza,/en/matches/c8fcbfaf/Atalanta-Internazionale-November-4-2023-Serie-A,,c8fcbfaf,1.0,2.0
11,Sat,2023-11-04,20:45,Milan,0.9,0–1,1.4,Udinese,71018.0,Stadio Giuseppe Meazza,Juan Sacchi,/en/matches/8a7a42ac/Milan-Udinese-November-4-2023-Serie-A,,8a7a42ac,0.0,1.0
11,Sat,2023-11-04,15:00,Salernitana,0.3,0–2,1.4,Napoli,16812.0,Stadio Arechi,Antonio Rapuano,/en/matches/ab7a7fcd/Salernitana-Napoli-November-4-2023-Serie-A,,ab7a7fcd,0.0,2.0
11,Sun,2023-11-05,15:00,Cagliari,0.9,2–1,1.0,Genoa,16412.0,Unipol Domus,Marco Guida,/en/matches/56068b2c/Cagliari-Genoa-November-5-2023-Serie-A,,56068b2c,2.0,1.0
11,Sun,2023-11-05,20:45,Fiorentina,0.7,0–1,0.7,Juventus,38225.0,Stadio Artemio Franchi,Daniele Chiffi,/en/matches/8603814f/Fiorentina-Juventus-November-5-2023-Serie-A,,8603814f,0.0,1.0
11,Sun,2023-11-05,12:30,Hellas Verona,1.0,1–3,0.9,Monza,17505.0,Stadio Marc'Antonio Bentegodi,Giuseppe Collu,/en/matches/128aed93/Hellas-Verona-Monza-November-5-2023-Serie-A,,128aed93,1.0,3.0
11,Sun,2023-11-05,18:00,Roma,2.0,2–1,0.8,Lecce,64790.0,Stadio Olimpico,Andrea Colombo,/en/matches/4c1693f0/Roma-Lecce-November-5-2023-Serie-A,,4c1693f0,2.0,1.0
11,Mon,2023-11-06,18:30,Frosinone,0.8,2–1,1.5,Empoli,13229.0,Stadio Benito Stirpe,Gianluca Manganiello,/en/matches/5dfc2507/Frosinone-Empoli-November-6-2023-Serie-A,,5dfc2507,2.0,1.0
11,Mon,2023-11-06,20:45,Torino,3.5,2–1,0.5,Sassuolo,18000.0,Stadio Olimpico di Torino,Maria Sole Ferrieri Caputi,/en/matches/d9d399b5/Torino-Sassuolo-November-6-2023-Serie-A,,d9d399b5,2.0,1.0
12,Fri,2023-11-10,20:45,Genoa,1.6,1–0,0.2,Hellas Verona,30421.0,Stadio Comunale Luigi Ferraris,Daniele Orsato,/en/matches/1aa2417e/Genoa-Hellas-Verona-November-10-2023-Serie-A,,1aa2417e,1.0,0.0
12,Fri,2023-11-10,18:30,Sassuolo,2.9,2–2,0.8,Salernitana,10945.0,Mapei Stadium - Città del Tricolore,Davide Ghersini,/en/matches/3de0d6e2/Sassuolo-Salernitana-November-10-2023-Serie-A,,3de0d6e2,2.0,2.0
12,Sat,2023-11-11,18:00,Juventus,2.3,2–1,0.6,Cagliari,39892.0,Allianz Stadium,Marco Piccinini,/en/matches/30bc4996/Juventus-Cagliari-November-11-2023-Serie-A,,30bc4996,2.0,1.0
12,Sat,2023-11-11,15:00,Lecce,1.4,2–2,1.1,Milan,26480.0,Stadio Comunale Via Del Mare,Rosario Abisso,/en/matches/26587ad3/Lecce-Milan-November-11-2023-Serie-A,,26587ad3,2.0,2.0
12,Sat,2023-11-11,20:45,Monza,0.9,1–1,1.0,Torino,11777.0,U-Power Stadium,Daniele Doveri,/en/matches/2f8d44e3/Monza-Torino-November-11-2023-Serie-A,,2f8d44e3,1.0,1.0
12,Sun,2023-11-12,15:00,Fiorentina,1.4,2–1,1.8,Bologna,29750.0,Stadio Artemio Franchi,Fabio Maresca,/en/matches/0bdc5ea4/Derby-dellAppennino-Fiorentina-Bologna-November-12-2023-Serie-A,,0bdc5ea4,2.0,1.0
12,Sun,2023-11-12,20:45,Inter,3.1,2–0,0.7,Frosinone,70816.0,Stadio Giuseppe Meazza,Federico Dionisi,/en/matches/93b6cf24/Internazionale-Frosinone-November-12-2023-Serie-A,,93b6cf24,2.0,0.0
12,Sun,2023-11-12,18:00,Lazio,0.4,0–0,0.4,Roma,63000.0,Stadio Olimpico,Davide Massa,/en/matches/1c159031/Lazio-Roma-November-12-2023-Serie-A,,1c159031,0.0,0.0
12,Sun,2023-11-12,12:30,Napoli,0.9,0–1,0.5,Empoli,50500.0,Stadio Diego Armando Maradona,Alessandro Prontera,/en/matches/c54b9d5c/Napoli-Empoli-November-12-2023-Serie-A,,c54b9d5c,0.0,1.0
12,Sun,2023-11-12,15:00,Udinese,1.5,1–1,0.7,Atalanta,23100.0,Bluenergy Stadium,Gianluca Aureliano,/en/matches/df8d2100/Udinese-Atalanta-November-12-2023-Serie-A,,df8d2100,1.0,1.0
13,Sat,2023-11-25,18:00,Atalanta,1.0,1–2,2.0,Napoli,14743.0,Gewiss Stadium,Maurizio Mariani,/en/matches/67af3925/Atalanta-Napoli-November-25-2023-Serie-A,,67af3925,1.0,2.0
13,Sat,2023-11-25,20:45,Milan,1.8,1–0,1.8,Fiorentina,73074.0,Stadio Giuseppe Meazza,Marco Di Bello,/en/matches/875da0ea/Milan-Fiorentina-November-25-2023-Serie-A,,875da0ea,1.0,0.0
13,Sat,2023-11-25,15:00,Salernitana,1.7,2–1,2.0,Lazio,16700.0,Stadio Arechi,Alessandro Prontera,/en/matches/0084ffeb/Salernitana-Lazio-November-25-2023-Serie-A,,0084ffeb,2.0,1.0
13,Sun,2023-11-26,12:30,Cagliari,1.6,1–1,0.7,Monza,16291.0,Unipol Domus,Matteo Marchetti,/en/matches/47ec2cb2/Cagliari-Monza-November-26-2023-Serie-A,,47ec2cb2,1.0,1.0
13,Sun,2023-11-26,15:00,Empoli,1.4,3–4,2.3,Sassuolo,9954.0,Stadio Carlo Castellani,Simone Sozza,/en/matches/ff49299b/Empoli-Sassuolo-November-26-2023-Serie-A,,ff49299b,3.0,4.0
13,Sun,2023-11-26,15:00,Frosinone,0.6,2–1,1.3,Genoa,14018.0,Stadio Benito Stirpe,Luca Zufferli,/en/matches/1860d133/Frosinone-Genoa-November-26-2023-Serie-A,,1860d133,2.0,1.0
13,Sun,2023-11-26,20:45,Juventus,0.4,1–1,0.9,Inter,41507.0,Allianz Stadium,Marco Guida,/en/matches/5d1039da/Derby-dItalia-Juventus-Internazionale-November-26-2023-Serie-A,,5d1039da,1.0,1.0
13,Sun,2023-11-26,18:00,Roma,1.4,3–1,0.5,Udinese,61015.0,Stadio Olimpico,Luca Massimi,/en/matches/2b8b1d61/Roma-Udinese-November-26-2023-Serie-A,,2b8b1d61,3.0,1.0
13,Mon,2023-11-27,20:45,Bologna,1.5,2–0,0.4,Torino,20705.0,Stadio Renato Dall'Ara,Andrea Colombo,/en/matches/a564e4e1/Bologna-Torino-November-27-2023-Serie-A,,a564e4e1,2.0,0.0
13,Mon,2023-11-27,18:30,Hellas Verona,1.7,2–2,1.0,Lecce,16730.0,Stadio Marc'Antonio Bentegodi,Federico La Penna,/en/matches/d50d93be/Hellas-Verona-Lecce-November-27-2023-Serie-A,,d50d93be,2.0,2.0
14,Fri,2023-12-01,20:45,Monza,0.7,1–2,2.5,Juventus,15148.0,U-Power Stadium,Michael Fabbri,/en/matches/54baa72c/Monza-Juventus-December-1-2023-Serie-A,,54baa72c,1.0,2.0
14,Sat,2023-12-02,15:00,Genoa,1.0,1–1,0.8,Empoli,30747.0,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,/en/matches/0780d7e3/Genoa-Empoli-December-2-2023-Serie-A,,0780d7e3,1.0,1.0
14,Sat,2023-12-02,18:00,Lazio,2.0,1–0,0.6,Cagliari,37000.0,Stadio Olimpico,Federico Dionisi,/en/matches/e8ae600f/Lazio-Cagliari-December-2-2023-Serie-A,,e8ae600f,1.0,0.0
14,Sat,2023-12-02,20:45,Milan,1.2,3–1,0.7,Frosinone,68684.0,Stadio Giuseppe Meazza,Matteo Marchetti,/en/matches/c2a7440f/Milan-Frosinone-December-2-2023-Serie-A,,c2a7440f,3.0,1.0
14,Sun,2023-12-03,15:00,Fiorentina,2.5,3–0,0.8,Salernitana,26286.0,Stadio Artemio Franchi,Paride Tremolada,/en/matches/d152da0e/Fiorentina-Salernitana-December-3-2023-Serie-A,,d152da0e,3.0,0.0
14,Sun,2023-12-03,12:30,Lecce,1.5,1–1,1.2,Bologna,24326.0,Stadio Comunale Via Del Mare,Daniele Doveri,/en/matches/5e47db9d/Lecce-Bologna-December-3-2023-Serie-A,,5e47db9d,1.0,1.0
14,Sun,2023-12-03,20:45,Napoli,0.6,0–3,2.7,Inter,55000.0,Stadio Diego Armando Maradona,Davide Massa,/en/matches/60106a8e/Napoli-Internazionale-December-3-2023-Serie-A,,60106a8e,0.0,3.0
14,Sun,2023-12-03,18:00,Sassuolo,0.8,1–2,2.3,Roma,19113.0,Mapei Stadium - Città del Tricolore,Matteo Marcenaro,/en/matches/78393dd6/Sassuolo-Roma-December-3-2023-Serie-A,,78393dd6,1.0,2.0
14,Sun,2023-12-03,15:00,Udinese,1.9,3–3,1.3,Hellas Verona,22294.0,Bluenergy Stadium,Fabio Maresca,/en/matches/18868f08/Udinese-Hellas-Verona-December-3-2023-Serie-A,,18868f08,3.0,3.0
14,Mon,2023-12-04,20:45,Torino,1.7,3–0,0.5,Atalanta,18507.0,Stadio Olimpico di Torino,Marco Piccinini,/en/matches/426a05d8/Torino-Atalanta-December-4-2023-Serie-A,,426a05d8,3.0,0.0
15,Fri,2023-12-08,20:45,Juventus,0.9,1–0,1.2,Napoli,41400.0,Allianz Stadium,Daniele Orsato,/en/matches/f2ffde12/Juventus-Napoli-December-8-2023-Serie-A,,f2ffde12,1.0,0.0
15,Sat,2023-12-09,18:00,Atalanta,3.3,3–2,1.5,Milan,14907.0,Gewiss Stadium,Federico La Penna,/en/matches/0c234040/Atalanta-Milan-December-9-2023-Serie-A,,0c234040,3.0,2.0
15,Sat,2023-12-09,15:00,Hellas Verona,1.0,1–1,1.0,Lazio,28311.0,Stadio Marc'Antonio Bentegodi,Giovanni Ayroldi,/en/matches/5325a9b6/Hellas-Verona-Lazio-December-9-2023-Serie-A,,5325a9b6,1.0,1.0
15,Sat,2023-12-09,20:45,Inter,3.5,4–0,0.8,Udinese,71874.0,Stadio Giuseppe Meazza,Marco Di Bello,/en/matches/26772f25/Internazionale-Udinese-December-9-2023-Serie-A,,26772f25,4.0,0.0
15,Sun,2023-12-10,12:30,Frosinone,0.8,0–0,1.2,Torino,13807.0,Stadio Benito Stirpe,Luca Massimi,/en/matches/5f74c6e7/Frosinone-Torino-December-10-2023-Serie-A,,5f74c6e7,0.0,0.0
15,Sun,2023-12-10,15:00,Monza,0.4,1–0,1.4,Genoa,13283.0,U-Power Stadium,Giuseppe Collu,/en/matches/c46b68ad/Monza-Genoa-December-10-2023-Serie-A,,c46b68ad,1.0,0.0
15,Sun,2023-12-10,20:45,Roma,0.7,1–1,1.5,Fiorentina,60932.0,Stadio Olimpico,Antonio Rapuano,/en/matches/ebfc4b5d/Roma-Fiorentina-December-10-2023-Serie-A,,ebfc4b5d,1.0,1.0
15,Sun,2023-12-10,18:00,Salernitana,0.5,1–2,2.1,Bologna,16700.0,Stadio Arechi,Simone Sozza,/en/matches/1935ee01/Salernitana-Bologna-December-10-2023-Serie-A,,1935ee01,1.0,2.0
15,Mon,2023-12-11,20:45,Cagliari,1.1,2–1,0.8,Sassuolo,15769.0,Unipol Domus,Maurizio Mariani,/en/matches/9d5df4d8/Cagliari-Sassuolo-December-11-2023-Serie-A,,9d5df4d8,2.0,1.0
15,Mon,2023-12-11,18:30,Empoli,1.4,1–1,0.8,Lecce,7152.0,Stadio Carlo Castellani,Andrea Colombo,/en/matches/a83df9d0/Empoli-Lecce-December-11-2023-Serie-A,,a83df9d0,1.0,1.0
16,Fri,2023-12-15,20:45,Genoa,0.8,1–1,1.7,Juventus,33232.0,Stadio Comunale Luigi Ferraris,Davide Massa,/en/matches/c95a31e6/Genoa-Juventus-December-15-2023-Serie-A,,c95a31e6,1.0,1.0
16,Sat,2023-12-16,15:00,Lecce,0.7,2–1,1.7,Frosinone,23645.0,Stadio Comunale Via Del Mare,Luca Zufferli,/en/matches/9ca90d35/Lecce-Frosinone-December-16-2023-Serie-A,,9ca90d35,2.0,1.0
16,Sat,2023-12-16,18:00,Napoli,1.8,2–1,1.1,Cagliari,45000.0,Stadio Diego Armando Maradona,Matteo Marcenaro,/en/matches/1b1b2ce1/Napoli-Cagliari-December-16-2023-Serie-A,,1b1b2ce1,2.0,1.0
16,Sat,2023-12-16,20:45,Torino,1.1,1–0,0.3,Empoli,17815.0,Stadio Olimpico di Torino,Livio Marinelli,/en/matches/d64c7b97/Torino-Empoli-December-16-2023-Serie-A,,d64c7b97,1.0,0.0
16,Sun,2023-12-17,18:00,Bologna,0.5,2–0,0.6,Roma,25579.0,Stadio Renato Dall'Ara,Marco Guida,/en/matches/0562758e/Bologna-Roma-December-17-2023-Serie-A,,0562758e,2.0,0.0
16,Sun,2023-12-17,15:00,Fiorentina,0.5,1–0,2.5,Hellas Verona,26311.0,Stadio Artemio Franchi,Maria Sole Ferrieri Caputi,/en/matches/182d1f9b/Fiorentina-Hellas-Verona-December-17-2023-Serie-A,,182d1f9b,1.0,0.0
16,Sun,2023-12-17,20:45,Lazio,1.5,0–2,1.6,Inter,59000.0,Stadio Olimpico,Fabio Maresca,/en/matches/ebcc474c/Lazio-Internazionale-December-17-2023-Serie-A,,ebcc474c,0.0,2.0
16,Sun,2023-12-17,12:30,Milan,2.0,3–0,1.5,Monza,70538.0,Stadio Giuseppe Meazza,Gianluca Aureliano,/en/matches/5c1fc7a4/Milan-Monza-December-17-2023-Serie-A,,5c1fc7a4,3.0,0.0
16,Sun,2023-12-17,15:00,Udinese,0.8,2–2,3.0,Sassuolo,20490.0,Bluenergy Stadium,Gianluca Manganiello,/en/matches/2e9fcf23/Udinese-Sassuolo-December-17-2023-Serie-A,,2e9fcf23,2.0,2.0
16,Mon,2023-12-18,20:45,Atalanta,1.9,4–1,1.3,Salernitana,14264.0,Gewiss Stadium,Ermanno Feliciani,/en/matches/09971293/Atalanta-Salernitana-December-18-2023-Serie-A,,09971293,4.0,1.0
17,Fri,2023-12-22,18:30,Empoli,0.8,0–2,2.3,Lazio,8800.0,Stadio Carlo Castellani,Matteo Marchetti,/en/matches/ff7b7785/Empoli-Lazio-December-22-2023-Serie-A,,ff7b7785,0.0,2.0
17,Fri,2023-12-22,20:45,Monza,0.7,0–1,2.0,Fiorentina,10120.0,U-Power Stadium,Juan Sacchi,/en/matches/9c0fc917/Monza-Fiorentina-December-22-2023-Serie-A,,9c0fc917,0.0,1.0
17,Fri,2023-12-22,20:45,Salernitana,1.4,2–2,2.2,Milan,23467.0,Stadio Arechi,Daniele Doveri,/en/matches/bdb5f23c/Salernitana-Milan-December-22-2023-Serie-A,,bdb5f23c,2.0,2.0
17,Fri,2023-12-22,18:30,Sassuolo,1.4,1–2,1.6,Genoa,11745.0,Mapei Stadium - Città del Tricolore,Marco Guida,/en/matches/fc3e6bb7/Sassuolo-Genoa-December-22-2023-Serie-A,,fc3e6bb7,1.0,2.0
17,Sat,2023-12-23,15:00,Bologna,0.7,1–0,1.2,Atalanta,28082.0,Stadio Renato Dall'Ara,Antonio Rapuano,/en/matches/bf3695d0/Bologna-Atalanta-December-23-2023-Serie-A,,bf3695d0,1.0,0.0
17,Sat,2023-12-23,12:30,Frosinone,0.5,1–2,1.1,Juventus,38225.0,Stadio Benito Stirpe,Maurizio Mariani,/en/matches/44fc849f/Frosinone-Juventus-December-23-2023-Serie-A,,44fc849f,1.0,2.0
17,Sat,2023-12-23,18:00,Hellas Verona,0.9,2–0,0.8,Cagliari,16716.0,Stadio Marc'Antonio Bentegodi,Daniele Orsato,/en/matches/bd8f8dc3/Hellas-Verona-Cagliari-December-23-2023-Serie-A,,bd8f8dc3,2.0,0.0
17,Sat,2023-12-23,18:00,Inter,2.9,2–0,1.3,Lecce,72723.0,Stadio Giuseppe Meazza,Matteo Marcenaro,/en/matches/a4100b39/Internazionale-Lecce-December-23-2023-Serie-A,,a4100b39,2.0,0.0
17,Sat,2023-12-23,20:45,Roma,1.9,2–0,0.7,Napoli,62141.0,Stadio Olimpico,Andrea Colombo,/en/matches/b532dc3c/Derby-del-Sole-Roma-Napoli-December-23-2023-Serie-A,,b532dc3c,2.0,0.0
17,Sat,2023-12-23,15:00,Torino,1.0,1–1,0.9,Udinese,23546.0,Stadio Olimpico di Torino,Michael Fabbri,/en/matches/325f62dc/Torino-Udinese-December-23-2023-Serie-A,,325f62dc,1.0,1.0
18,Fri,2023-12-29,18:30,Fiorentina,0.5,1–0,0.3,Torino,32915.0,Stadio Artemio Franchi,Federico La Penna,/en/matches/af10add0/Fiorentina-Torino-December-29-2023-Serie-A,,af10add0,1.0,0.0
18,Fri,2023-12-29,20:45,Genoa,0.5,1–1,1.8,Inter,33249.0,Stadio Comunale Luigi Ferraris,Daniele Doveri,/en/matches/ce6440ec/Genoa-Internazionale-December-29-2023-Serie-A,,ce6440ec,1.0,1.0
18,Fri,2023-12-29,20:45,Lazio,1.5,3–1,1.1,Frosinone,40000.0,Stadio Olimpico,Ermanno Feliciani,/en/matches/0127e76f/Lazio-Frosinone-December-29-2023-Serie-A,,0127e76f,3.0,1.0
18,Fri,2023-12-29,18:30,Napoli,2.0,0–0,1.1,Monza,32915.0,Stadio Diego Armando Maradona,Marco Di Bello,/en/matches/247f8cd7/Napoli-Monza-December-29-2023-Serie-A,,247f8cd7,0.0,0.0
18,Sat,2023-12-30,12:30,Atalanta,1.1,1–0,1.2,Lecce,14864.0,Gewiss Stadium,Gianluca Manganiello,/en/matches/65cf973f/Atalanta-Lecce-December-30-2023-Serie-A,,65cf973f,1.0,0.0
18,Sat,2023-12-30,15:00,Cagliari,1.8,0–0,0.3,Empoli,16125.0,Unipol Domus,Fabio Maresca,/en/matches/9baa497e/Cagliari-Empoli-December-30-2023-Serie-A,,9baa497e,0.0,0.0
18,Sat,2023-12-30,18:00,Hellas Verona,0.8,0–1,0.5,Salernitana,18181.0,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,/en/matches/c3c1ffd2/Hellas-Verona-Salernitana-December-30-2023-Serie-A,,c3c1ffd2,0.0,1.0
18,Sat,2023-12-30,20:45,Juventus,1.1,1–0,0.5,Roma,41503.0,Allianz Stadium,Simone Sozza,/en/matches/d034386f/Juventus-Roma-December-30-2023-Serie-A,,d034386f,1.0,0.0
18,Sat,2023-12-30,18:00,Milan,1.5,1–0,0.5,Sassuolo,70385.0,Stadio Giuseppe Meazza,Livio Marinelli,/en/matches/2441721c/Milan-Sassuolo-December-30-2023-Serie-A,,2441721c,1.0,0.0
18,Sat,2023-12-30,15:00,Udinese,1.1,3–0,0.9,Bologna,24786.0,Bluenergy Stadium,Daniele Orsato,/en/matches/9577ee17/Udinese-Bologna-December-30-2023-Serie-A,,9577ee17,3.0,0.0
19,Fri,2024-01-05,20:45,Bologna,1.3,1–1,0.1,Genoa,25095.0,Stadio Renato Dall'Ara,Andrea Colombo,/en/matches/430b16c5/Bologna-Genoa-January-5-2024-Serie-A,,430b16c5,1.0,1.0
19,Sat,2024-01-06,15:00,Frosinone,1.2,2–3,1.3,Monza,13146.0,Stadio Benito Stirpe,Maria Sole Ferrieri Caputi,/en/matches/79f61c8a/Frosinone-Monza-January-6-2024-Serie-A,,79f61c8a,2.0,3.0
19,Sat,2024-01-06,12:30,Inter,1.9,2–1,1.3,Hellas Verona,71691.0,Stadio Giuseppe Meazza,Michael Fabbri,/en/matches/d238abdd/Internazionale-Hellas-Verona-January-6-2024-Serie-A,,d238abdd,2.0,1.0
19,Sat,2024-01-06,18:00,Lecce,1.5,1–1,1.0,Cagliari,25203.0,Stadio Comunale Via Del Mare,Davide Massa,/en/matches/77d540ef/Lecce-Cagliari-January-6-2024-Serie-A,,77d540ef,1.0,1.0
19,Sat,2024-01-06,20:45,Sassuolo,0.9,1–0,1.2,Fiorentina,15759.0,Mapei Stadium - Città del Tricolore,Rosario Abisso,/en/matches/729b1cb3/Sassuolo-Fiorentina-January-6-2024-Serie-A,,729b1cb3,1.0,0.0
19,Sun,2024-01-07,12:30,Empoli,0.9,0–3,1.7,Milan,15009.0,Stadio Carlo Castellani,Federico La Penna,/en/matches/84fd252a/Empoli-Milan-January-7-2024-Serie-A,,84fd252a,0.0,3.0
19,Sun,2024-01-07,20:45,Roma,2.1,1–1,0.7,Atalanta,60022.0,Stadio Olimpico,Gianluca Aureliano,/en/matches/6d865e81/Roma-Atalanta-January-7-2024-Serie-A,,6d865e81,1.0,1.0
19,Sun,2024-01-07,18:00,Salernitana,0.8,1–2,2.0,Juventus,40548.0,Stadio Arechi,Marco Guida,/en/matches/e74d3589/Salernitana-Juventus-January-7-2024-Serie-A,,e74d3589,1.0,2.0
19,Sun,2024-01-07,15:00,Torino,2.1,3–0,1.0,Napoli,23960.0,Stadio Olimpico di Torino,Maurizio Mariani,/en/matches/6dd86ed1/Torino-Napoli-January-7-2024-Serie-A,,6dd86ed1,3.0,0.0
19,Sun,2024-01-07,15:00,Udinese,0.7,1–2,0.5,Lazio,23033.0,Bluenergy Stadium,Juan Sacchi,/en/matches/65d51821/Udinese-Lazio-January-7-2024-Serie-A,,65d51821,1.0,2.0
20,Sat,2024-01-13,15:00,Genoa,0.5,0–0,0.4,Torino,33019.0,Stadio Comunale Luigi Ferraris,Antonio Giua,/en/matches/6b9bc82f/Genoa-Torino-January-13-2024-Serie-A,,6b9bc82f,0.0,0.0
20,Sat,2024-01-13,18:00,Hellas Verona,0.8,2–1,0.8,Empoli,28723.0,Stadio Marc'Antonio Bentegodi,Daniele Doveri,/en/matches/1e1a6ee6/Hellas-Verona-Empoli-January-13-2024-Serie-A,,1e1a6ee6,2.0,1.0
20,Sat,2024-01-13,20:45,Monza,1.0,1–5,4.3,Inter,14670.0,U-Power Stadium,Antonio Rapuano,/en/matches/f42d4375/Monza-Internazionale-January-13-2024-Serie-A,,f42d4375,1.0,5.0
20,Sat,2024-01-13,15:00,Napoli,2.2,2–1,0.1,Salernitana,35000.0,Stadio Diego Armando Maradona,Livio Marinelli,/en/matches/4481a44c/Napoli-Salernitana-January-13-2024-Serie-A,,4481a44c,2.0,1.0
20,Sun,2024-01-14,15:00,Cagliari,0.7,2–1,0.6,Bologna,15980.0,Unipol Domus,Gianluca Manganiello,/en/matches/91852b28/Cagliari-Bologna-January-14-2024-Serie-A,,91852b28,2.0,1.0
20,Sun,2024-01-14,18:00,Fiorentina,1.3,2–2,1.2,Udinese,23686.0,Stadio Artemio Franchi,Luca Pairetto,/en/matches/b52c1e88/Fiorentina-Udinese-January-14-2024-Serie-A,,b52c1e88,2.0,2.0
20,Sun,2024-01-14,12:30,Lazio,0.9,1–0,1.1,Lecce,40000.0,Stadio Olimpico,Maria Sole Ferrieri Caputi,/en/matches/945c196b/Lazio-Lecce-January-14-2024-Serie-A,,945c196b,1.0,0.0
20,Sun,2024-01-14,20:45,Milan,1.5,3–1,1.4,Roma,74198.0,Stadio Giuseppe Meazza,Marco Guida,/en/matches/3877f7ac/Milan-Roma-January-14-2024-Serie-A,,3877f7ac,3.0,1.0
20,Mon,2024-01-15,20:45,Atalanta,3.7,5–0,0.4,Frosinone,14195.0,Gewiss Stadium,Alessandro Prontera,/en/matches/fb9c9cdb/Atalanta-Frosinone-January-15-2024-Serie-A,,fb9c9cdb,5.0,0.0
20,Tue,2024-01-16,20:45,Juventus,1.2,3–0,0.3,Sassuolo,39005.0,Allianz Stadium,Marco Piccinini,/en/matches/a5520dc8/Juventus-Sassuolo-January-16-2024-Serie-A,,a5520dc8,3.0,0.0
21,Sat,2024-01-20,18:00,Roma,0.9,2–1,1.1,Hellas Verona,61857.0,Stadio Olimpico,Juan Sacchi,/en/matches/4979e519/Roma-Hellas-Verona-January-20-2024-Serie-A,,4979e519,2.0,1.0
21,Sat,2024-01-20,20:45,Udinese,0.6,2–3,2.6,Milan,24591.0,Bluenergy Stadium,Fabio Maresca,/en/matches/5bfc3571/Udinese-Milan-January-20-2024-Serie-A,,5bfc3571,2.0,3.0
21,Sun,2024-01-21,15:00,Empoli,1.3,3–0,0.8,Monza,7650.0,Stadio Carlo Castellani,Antonio Giua,/en/matches/57d1e07a/Empoli-Monza-January-21-2024-Serie-A,,57d1e07a,3.0,0.0
21,Sun,2024-01-21,12:30,Frosinone,2.8,3–1,0.6,Cagliari,13925.0,Stadio Benito Stirpe,Federico Dionisi,/en/matches/b6ac3781/Frosinone-Cagliari-January-21-2024-Serie-A,,b6ac3781,3.0,1.0
21,Sun,2024-01-21,20:45,Lecce,0.6,0–3,2.1,Juventus,28074.0,Stadio Comunale Via Del Mare,Daniele Doveri,/en/matches/5faf15cc/Lecce-Juventus-January-21-2024-Serie-A,,5faf15cc,0.0,3.0
21,Sun,2024-01-21,18:00,Salernitana,0.8,1–2,1.1,Genoa,17440.0,Stadio Arechi,Daniele Orsato,/en/matches/9513979f/Salernitana-Genoa-January-21-2024-Serie-A,,9513979f,1.0,2.0
